doi,target_formula,paragraph_string,synthesis_type,n_precursors,precursor_formulas,precursor_elements,n_operations,temperatures_C,times_h,precursor_count,precursor_diversity,n_steps,max_temperature_C,total_time_h,complexity_index,formula,band_gap,formation_energy_per_atom,energy_above_hull,density,volume
10.1016/j.physc.2007.03.288,Li2TiO3,"LiTi2O4 powder was synthesized by the solid-state  <...> Ti2O3+(1+3x)TiO2→2Li1+xTi2-xO4, where 0 ⩽ x ⩽ 1/3.",solid-state,2,"['TiO2', 'Li2CO3']","['C', 'Li', 'O', 'Ti']",14,"[100.0, 750.0, 800.0]","[3.0, 1.0, 8.0, 1.0, 12.0, 1.0, 12.0]",2.0,4.0,14.0,800.0,38.0,-0.11833314058674946,Li2TiO3,3.0338,-2.981954403333334,0.0,3.46303787960749,210.4967018964505
10.1016/j.physc.2009.03.016,LiFeAs,Pure FeAs precursors were first synthesized from t <...> 4(4) Å; the nearest Fe-Fe distance is 2.6809(4) Å.,solid-state,2,"['FeAs', 'Li']","['As', 'Fe', 'Li']",6,"[750.0, 150.0]",[],2.0,3.0,6.0,750.0,,,LiFeAs,0.0,-0.43770784861111206,0.0,5.1554776520581385,88.70908381357775
10.1016/j.matchemphys.2005.11.033,CoSb3,"Based on our previous work on synthesis of Fe subs <...> m, then subjected to annealing at 650 °C for 48 h.",solid-state,2,"['Sb', 'Co']","['Co', 'Sb']",4,[650.0],[48.0],2.0,2.0,4.0,650.0,48.0,-1.0858592587755673,CoSb3,0.1633,-0.147884075,0.0,7.594834427268833,371.0008899393585
10.1016/j.matchemphys.2014.06.027,LaPO4,The bulk LaPO4:Eu3+ were prepared by mixing stoich <...> C for 6 h and cooled down to the room temperature.,solid-state,3,"['(NH4)2HPO4', 'La2O3', 'Eu2O3']","['Eu', 'H', 'La', 'N', 'O', 'P']",5,[1100.0],[6.0],3.0,6.0,5.0,1100.0,6.0,-0.16563759648536885,LaPO4,4.486000000000001,-3.538097613829351,0.0,5.066875218931536,306.5886563439309
10.1016/j.matchemphys.2013.02.065,YAlO3,Both YAlO3:Eu and Y3Al5O12:Eu were synthesised via <...> mperature yielded significantly differing results.,solid-state,3,"['Y2O3', 'Eu2O3', 'Al2O3']","['Al', 'Eu', 'O', 'Y']",8,"[1599.85, 799.85]",[],3.0,4.0,8.0,1599.85,,,YAlO3,5.5402000000000005,-3.7122381155,0.018835838049996,5.36466564646124,202.91174903140487
10.1016/j.matchemphys.2013.02.065,Y3Al5O12,Both YAlO3:Eu and Y3Al5O12:Eu were synthesised via <...> mperature yielded significantly differing results.,solid-state,3,"['Y2O3', 'Eu2O3', 'Al2O3']","['Al', 'Eu', 'O', 'Y']",8,"[1599.85, 799.85]",[],3.0,4.0,8.0,1599.85,,,Y3Al5O12,4.5762,-3.675374461249997,0.0,4.559870632408558,864.696418388932
10.1016/j.matlet.2005.03.061,Dy2Zr2O7,"In the present study, dysprosium oxide powder (Rar <...> lets were subsequently cooled in air from 1600 °C.",solid-state,2,"['ZrO2', 'Dy2O3']","['Dy', 'O', 'Zr']",8,"[900.0, 120.0, 900.0, 1600.0, 1600.0]","[10.0, 24.0, 10.0, 10.0]",2.0,3.0,8.0,1600.0,54.0,-0.06563370639878303,Dy2Zr2O7,2.7479,-3.864660388030302,0.035970105454543,6.934963207647262,296.64486996236593
10.1016/j.matlet.2005.06.035,Bi2TeO5,The feed material for crystal growth was synthesiz <...> d to be Bi2TeO5 phase by X-ray powder diffraction.,solid-state,2,"['Bi2O3', 'TeO2']","['Bi', 'O', 'Te']",7,"[300.0, 850.0, 700.0, 920.0]","[3.0, 3.0, 20.0, 20.0, 1.0]",2.0,3.0,7.0,920.0,47.0,-0.5907850448120728,Bi2TeO5,2.4275,-1.644739106145836,0.0,7.854367725983495,529.0117303166012
10.1016/j.matlet.2006.01.100,Li2CaSiO4,The Eu2+-doped Li2CaSiO4 were synthesized by twice <...> in CO reducing atmosphere to obtain final product.,solid-state,4,"['SiO2', 'Li2CO3', 'CaCO3', 'Eu2O3']","['C', 'Ca', 'Eu', 'Li', 'O', 'Si']",6,"[1200.0, 900.0]","[6.0, 6.0]",4.0,6.0,6.0,1200.0,12.0,0.1762265656765249,Li2CaSiO4,5.189699999999999,-3.030369032083332,0.0,2.862343996464849,84.72436340876004
10.1016/j.matlet.2005.02.004,BaSnO3,Appropriate stoichiometric ratios of high purity p <...> r 2 h before carrying out dielectric measurements.,solid-state,3,"['SnO2', 'BaCO3', 'TeO2']","['Ba', 'C', 'O', 'Sn', 'Te']",7,"[1000.0, 1100.0, 1200.0, 150.0]","[2.0, 12.0, 12.0, 12.0, 2.0]",3.0,5.0,7.0,1200.0,40.0,0.020557265072191543,BaSnO3,0.372399999999999,-2.587468271999999,0.0,7.097114448493584,71.13628093297905
10.1016/j.matlet.2012.02.105,BaTiO3,BaCO3 and TiO2 powders with a purity of 99.99% wer <...> t 900 °C for 2 h so as to obtain a pure NBT phase.,solid-state,2,"['TiO2', 'BaCO3']","['Ba', 'C', 'O', 'Ti']",4,"[1220.0, 900.0]","[2.0, 2.0]",2.0,4.0,4.0,1220.0,4.0,-0.6192276854486771,BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
10.1016/j.matlet.2011.08.114,Y3Al5O12,"Y2O3 (High Purity Chemicals, 99.9%), Al2O3 (High P <...> gy was measured by FE-SEM (JEOL, JSM7500F, Japan).",solid-state,3,"['CeO2', 'Al2O3', 'Y2O3']","['Al', 'Ce', 'O', 'Y']",3,[1600.0],"[0.5, 7.0]",3.0,4.0,3.0,1600.0,7.5,-0.2361084471477651,Y3Al5O12,4.5762,-3.675374461249997,0.0,4.559870632408558,864.696418388932
10.1016/j.matlet.2013.02.034,CoSb3,"Gd (99.8%), Co (99.8%), and Sb (99.999%) powders w <...> conductivity, and Hall measurements, respectively.",solid-state,2,"['Co', 'Sb']","['Co', 'Sb']",4,[599.85],[3.0],2.0,2.0,4.0,599.85,3.0,-1.2867990621602936,CoSb3,0.1633,-0.147884075,0.0,7.594834427268833,371.0008899393585
10.1016/j.matlet.2014.04.143,GdAlO3,The GdAlO3 parent compound was prepared by the con <...> re with several periods of grinding and repelling.,solid-state,2,"['Al2O3', 'Gd2O3']","['Al', 'Gd', 'O']",6,"[900.0, 1200.0]",[48.0],2.0,3.0,6.0,1200.0,48.0,-0.47221597125711534,GdAlO3,3.2382,-3.6904500495,0.008384388900003,7.448380870596259,207.09282195486637
10.1016/j.matlet.2014.06.006,Ba2ScO3F,"Eu3+-activated Ba2ScO3F phosphors were prepared by <...> p, a photomultiplier tube and a heating apparatus.",solid-state,3,"['BaCO3', 'BaF2', 'Sc2O3']","['Ba', 'C', 'F', 'O', 'Sc']",4,[1300.0],[4.0],3.0,5.0,4.0,1300.0,4.0,-0.243156894149314,Ba2ScO3F,3.5461,-3.588310730714287,0.0,5.445478310239811,117.89142942402336
10.1016/j.matlet.2014.09.019,LiMn2O4,LiMn 2 O 4 preparation procedure: Polystyrene sphe <...> 0 °C for 10 h and 750 °C for 10 h in air (SS-LMO).,solid-state,2,"['Li2CO3', 'MnO2']","['C', 'Li', 'Mn', 'O']",10,"[300.0, 750.0]","[2.0, 10.0]",2.0,4.0,10.0,750.0,12.0,-0.504587331056235,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1016/j.matlet.2015.10.042,LiMnO2,"Mn2O3 was prepared by calcining under 800 °C from  <...> ducts by alcohol, drying under 60 °C and grinding.",solid-state,2,"['LiOH·H2O', 'Mn2O3']","['H', 'Li', 'Mn', 'O']",7,"[800.0, 60.0]",[12.0],2.0,4.0,7.0,800.0,12.0,-0.6651604730615102,LiMnO2,1.150399999999999,-2.159869964066093,0.0,4.243169091621241,36.738538046608326
10.1016/j.matlet.2017.02.049,BaFe12O19,Analytical grade powders of BaCO3 and Fe2O3 were w <...> as also prepared as the as the referential sample.,solid-state,2,"['Fe2O3', 'BaCO3']","['Ba', 'C', 'Fe', 'O']",5,[],[],2.0,4.0,5.0,,,,BaFe12O19,1.2425,-1.7352961110937501,0.055359159999999005,5.011014687625418,736.6234424133885
10.1016/j.matlet.2017.12.113,Li2MoO4,The LMO polycrystalline bulks as the raw materials <...> l-growth furnace for annealing at 500 °C for 12 h.,solid-state,2,"['Li2CO3', 'MoO3']","['C', 'Li', 'Mo', 'O']",2,[500.0],[12.0],2.0,4.0,2.0,500.0,12.0,-1.1778350813721337,Li2MoO4,4.1184,-2.273066940238093,0.0,3.093206343623273,559.8738745749837
10.1016/j.ceramint.2013.07.001,LuFeO3,LuFeO3 ceramics were prepared by a routine solid s <...>  in the wavelength region between 200 and 2000 nm.,solid-state,2,"['Lu2O3', 'Fe2O3']","['Fe', 'Lu', 'O']",6,"[79.85000000000002, 799.85, 1199.85]","[5.0, 2.0, 2.0]",2.0,3.0,6.0,1199.85,9.0,-0.6186749760888579,LuFeO3,0.0,-2.901636080666666,0.013801381291665001,7.791219595066053,356.53614196145696
10.1016/j.jallcom.2018.07.368,LuVO4,LuVO4: x mol% Yb3+/y mol% Er3+ powders were synthe <...> ollowing: Lu2O3 + 2NH4VO3 → 2LuVO4 + 2NH3↑ + H2O↑.,solid-state,4,"['Er2O3', 'NH4VO3', 'Lu2O3', 'Yb2O3']","['Er', 'H', 'Lu', 'N', 'O', 'V', 'Yb']",8,"[600.0, 1200.0]","[0.6666666666666666, 6.0, 0.25, 6.0]",4.0,7.0,8.0,1200.0,12.916666666666668,0.4417126525698515,LuVO4,2.9436,-3.211479616111111,0.0,6.376206224158125,150.99900717505648
10.1016/s0926-860x(03)00298-9,CsLa2Ti2NbO10,"CsLa2Ti2NbO10 was prepared by solid state reaction <...>  air (30 cm3/min) at 200 °C for 1, 1.5, 2 and 4 h.",solid-state,4,"['La2O3', 'Nb2O5', 'TiO2', 'Cs2CO3']","['C', 'Cs', 'La', 'Nb', 'O', 'Ti']",13,"[60.0, 1000.0, 1150.0, 100.0, 300.0]","[12.0, 12.0, 48.0, 2.0]",4.0,6.0,13.0,1150.0,74.0,0.8261949153675159,CsLa2Ti2NbO10,1.5818999999999992,-3.458847388520116,0.027674372890617003,5.279001386720519,238.857982717096
10.1016/s0167-2738(02)00709-9,LiMn2O4,"LiOH, Co(CH3COO)2·4H2O and Mn(CH3COO)2·4H2O powder <...> (conc. 15 wt.%) was used for synthesis of LiMn2O4.",solid-state,2,"['LiOH', 'Mn(CH3COO)2·4H2O']","['C', 'H', 'Li', 'Mn', 'O']",2,[],[],2.0,5.0,2.0,,,,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1016/s0955-2219(02)00020-1,MgTa2O6,"To synthesize the material by solid-state reaction <...> se was obtained with the 1:1,15 Ta2O5 : MgO ratio.",solid-state,2,"['MgO', 'Ta2O5']","['Mg', 'O', 'Ta']",1,[],[24.0],2.0,3.0,1.0,,24.0,,MgTa2O6,2.8397,-3.325803555518519,0.0,7.785037426935283,205.7041419513851
10.1016/s0038-1101(03)00215-6,SrTiO3,"MSS method included two steps. In the first, precu <...> The powders were dried (the sample A0 in Table 1).",solid-state,2,"['SrCO3', 'TiO2']","['C', 'O', 'Sr', 'Ti']",8,"[1300.0, 780.0]",[4.0],2.0,4.0,8.0,1300.0,4.0,-0.31137086696094274,SrTiO3,1.848799999999999,-3.551662291666667,0.0,5.093987781835845,119.62507795144641
10.1016/s0167-2738(02)00072-3,LiMn2O4,LiMn2O4 and the substituted spinels Li(M1/6Mn11/6) <...> rbon (C (1 s)=284.6 eV) as the internal reference.,solid-state,2,"['LiOH', 'Mn2O3']","['H', 'Li', 'Mn', 'O']",8,"[420.0, 750.0]","[6.0, 24.0]",2.0,4.0,8.0,750.0,30.0,-0.5653928165016764,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1016/j.ceramint.2007.07.013,MgTa2O6,Powder mixtures of the three constituent component <...>  MgO and Ta2O5 by calcination for 2 h at 1250 °C .,solid-state,2,"['MgO', 'Ta2O5']","['Mg', 'O', 'Ta']",7,[1250.0],"[12.0, 24.0, 2.0]",2.0,3.0,7.0,1250.0,38.0,-0.41360273260961317,MgTa2O6,2.8397,-3.325803555518519,0.0,7.785037426935283,205.7041419513851
10.1016/j.ceramint.2017.06.170,SrTiO3,Dense pellets of 15 at% Nb doped SrTiO3 (STN) was  <...> easured using a PANalytical X'Pert diffractometer.,solid-state,3,"['SrCO3', 'Nb2O5', 'TiO2']","['C', 'Nb', 'O', 'Sr', 'Ti']",7,[1499.85],[48.0],3.0,5.0,7.0,1499.85,48.0,0.24226495568838416,SrTiO3,1.848799999999999,-3.551662291666667,0.0,5.093987781835845,119.62507795144641
10.1016/j.ceramint.2017.07.052,MgNb2O6,"Pb(Mg1/3Nb2/3)0.65Ti0.35O3 (PMNT) powders were pre <...> kness in the damaged layer, was also investigated.",solid-state,2,"['MgO', 'Nb2O5']","['Mg', 'Nb', 'O']",10,"[850.0, 1240.0, 500.0, 650.0, 500.0]","[2.0, 2.0, 5.0, 0.25, 2.0]",2.0,3.0,10.0,1240.0,11.25,-0.32784895860763463,MgNb2O6,3.456699999999999,-3.098160845555563,0.0,4.889816257223149,415.81482393623264
10.1016/j.jeurceramsoc.2018.03.021,Y2Si2O7,"The γ-Y2Si2O7 powder was also prepared in-house by <...> milled for an additional 24 h, dried, and crushed.",solid-state,2,"['SiO2', 'Y2O3']","['O', 'Si', 'Y']",6,[1600.0],"[4.0, 24.0]",2.0,3.0,6.0,1600.0,28.0,-0.29156680836435356,Y2Si2O7,4.7121,-3.671023028712122,0.0,4.262086953852866,1617.547896157262
10.1016/j.jallcom.2018.07.198,Eu2Zr2O7,"The solid state reaction for the synthesis of Ln2Z <...> ng ZrO2, Eu2O3 and La2O3 as starting materials [].",solid-state,2,"['Eu2O3', 'ZrO2']","['Eu', 'O', 'Zr']",0,[],[],2.0,3.0,0.0,,,,Eu2Zr2O7,0.0,-3.529834099545454,0.116308565454541,6.629965267240604,299.73603486623
10.1016/j.jallcom.2018.07.198,La2Zr2O7,"The solid state reaction for the synthesis of Ln2Z <...> ng ZrO2, Eu2O3 and La2O3 as starting materials [].",solid-state,2,"['La2O3', 'ZrO2']","['La', 'O', 'Zr']",0,[],[],2.0,3.0,0.0,,,,La2Zr2O7,3.7346,-3.9093342250000003,0.0,6.022970327451468,315.5424317752237
10.1016/s0272-8842(00)00002-x,Pd3Pb,"For the preparation of PdBi2O4 and PdPbO2, equal m <...> ed as an intermetallic compound, Pd3Pb, using XRD.",solid-state,2,"['Pb', 'Pd']","['Pb', 'Pd']",8,"[575.0, 1100.0]","[48.0, 2.0]",2.0,2.0,8.0,1100.0,50.0,-0.5339675069151502,Pd3Pb,0.0,-0.30311032999999904,0.0,12.878659603523657,67.8803092802491
10.1016/j.cemconres.2015.04.015,Ca3SiO5,Two batches of alite (substituted C3S) were synthe <...> er the detection limit in both cases (< 0.5 wt.%).,solid-state,2,"['SiO2', 'CaCO3']","['C', 'Ca', 'O', 'Si']",7,"[90.0, 1500.0]","[24.0, 24.0, 8.0]",2.0,4.0,7.0,1500.0,56.0,-0.05254530833803604,Ca3SiO5,3.985099999999999,-3.418580365987654,0.020137263734567,3.057810041787006,2231.764670509304
10.1016/j.jeurceramsoc.2018.01.012,Ca4Al6CrO16,In order to understand the leachability of Cr(VI)  <...> ain. This process was repeated for two times more.,solid-state,3,"['CaO', 'Al2O3', 'Cr2O3']","['Al', 'Ca', 'Cr', 'O']",6,[1300.0],[8.0],3.0,4.0,6.0,1300.0,8.0,-0.23347583645595588,Ca4Al6CrO16,2.8012,-3.227927518888888,0.0,2.561665891630804,408.50422806217125
10.1016/s0925-4005(01)00549-4,Na3Zr2Si2PO12,The powder of NASICON (Na3Zr2Si2PO12) was prepared <...> ube (6 mm in diameter) with an inorganic adhesive.,solid-state,2,"['ZrSiO4', 'Na3PO4']","['Na', 'O', 'P', 'Si', 'Zr']",3,[900.0],[],2.0,5.0,3.0,900.0,,,Na3Zr2Si2PO12,4.5392,-3.145676329939038,0.0,3.119414151090245,1129.708394810331
10.1016/j.ceramint.2016.06.121,LiMn2O4,Spinel LiMn2O4 was prepared via the conventional s <...> g to room temperature to obtain the final product.,solid-state,2,"['LiOH', 'MnO2']","['H', 'Li', 'Mn', 'O']",5,[800.0],"[1.0, 12.0]",2.0,4.0,5.0,800.0,13.0,-0.7897652648897286,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1016/s0955-2219(03)00577-6,BaTiO3,Barium titanate was prepared from reagent grade ch <...> ergy Dispersive X-ray Spectroscopy (EDX) facility.,solid-state,2,"['BaCO3', 'TiO2']","['Ba', 'C', 'O', 'Ti']",4,[],[1.25],2.0,4.0,4.0,,1.25,,BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
10.1016/j.ceramint.2015.02.065,BaTiO3,BaTiO3 feedstock powder was obtained by crushing a <...> as between 20 and 63 µm with an average of 40 µm .,solid-state,2,"['TiO2', 'BaCO3']","['Ba', 'C', 'O', 'Ti']",1,[],[],2.0,4.0,1.0,,,,BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
10.1016/j.ceramint.2018.02.047,Sr2CrWO6,"S1 was prepared by changing the mixing procedure o <...> as for S1, S2 was characterized impure (Figure 1).",solid-state,3,"['SrCO3', 'WO3', 'Cr2O3']","['C', 'Cr', 'O', 'Sr', 'W']",10,[],"[12.0, 12.0]",3.0,5.0,10.0,,24.0,,Sr2CrWO6,0.0,-2.7655281984999993,0.0,6.583914689350159,255.77904197651023
10.1016/s0025-5408(02)00998-4,Sr2CeO4,Sr2CeO4 was also prepared with a conventional soli <...> dried air at 1373 K for 2 h or at 1573 K for 24 h.,solid-state,2,"['CeO2', 'SrCO3']","['C', 'Ce', 'O', 'Sr']",3,[],[1.0],2.0,4.0,3.0,,1.0,,Sr2CeO4,2.2243,-3.49213323142857,0.0,5.495843953065424,229.23921357119025
10.1016/s0167-2738(98)00006-x,LaGaO3,"LaGaO3 and La0.9Sr0.1Ga0.8Mg0.2O2.85 were prepared <...> re assigned to La, Sr, Ga, Mg and O, respectively.",solid-state,2,"['La2O3', 'Ga2O3']","['Ga', 'La', 'O']",5,"[1000.0, 1500.0]","[6.0, 6.0]",2.0,3.0,5.0,1500.0,12.0,-0.47971885307398915,LaGaO3,3.3483,-3.0979300295,0.03254940314286,6.9637120671375285,244.776697806021
10.1016/j.ceramint.2011.06.044,Sr2SiO4,"SrCO3, SiO2, Eu2O3, and NH4Cl with a purity of 99. <...> tmosphere, using a conventional sintering furnace.",solid-state,3,"['SrCO3', 'SiO2', 'Eu2O3']","['C', 'Eu', 'O', 'Si', 'Sr']",9,"[1200.0, 1100.0, 1000.0, 900.0]","[1.0, 1.0]",3.0,5.0,9.0,1200.0,2.0,0.006304743008483271,Sr2SiO4,4.4605,-3.422024718214281,0.0,4.523096240620812,392.5633480606121
10.1016/s0378-7753(03)00243-x,LiFePO4,"The starting materials were Li2CO3 (99%, Wako Pure <...>  These synthesis conditions are given in Table 1 .",solid-state,3,"['Li2CO3', 'Fe(CH3CHOHCOO)2·2H2O', 'NH4H2PO4']","['C', 'Fe', 'H', 'Li', 'N', 'O', 'P']",4,[60.0],[],3.0,7.0,4.0,60.0,,,LiFePO4,3.922399999999999,-2.4798960147108833,0.0,3.683145802977754,284.49838986332463
10.1016/j.ceramint.2017.01.122,Y3Al5O12,"The precursors of the fiber cores were Yb:YAG tran <...> AG were denoted as Y1, Y10, and Y15, respectively.",solid-state,3,"['Y2O3', 'Al2O3', 'Yb2O3']","['Al', 'O', 'Y', 'Yb']",4,[],[],3.0,4.0,4.0,,,,Y3Al5O12,4.5762,-3.675374461249997,0.0,4.559870632408558,864.696418388932
10.1016/s0921-5093(97)00628-x,TiAl,"We have examined several experimental compositions <...>  tensile specimens were 16 and 4 mm, respectively.",solid-state,2,"['Al', 'Ti']","['Al', 'Ti']",7,[],[4.0],2.0,2.0,7.0,,4.0,,TiAl,0.0,-0.44695741333333305,0.0,3.8687884886405763,32.12605775377784
10.1016/s0378-7753(99)00210-4,LiMn2O4,Samples of spinel LiMn2O4 were prepared by reactin <...> led plasma atomic emission spectrometer (ICP-AES).,solid-state,2,"['Li2CO3', 'MnO2']","['C', 'Li', 'Mn', 'O']",6,"[500.0, 850.0]","[1.0, 5.0, 24.0]",2.0,4.0,6.0,850.0,30.0,-0.6298237161048746,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1016/s0378-7753(03)00435-x,LiMn2O4,Synthesis of powder specimen and manner of recordi <...>  its chemical composition by redox titration [16].,solid-state,2,"['MnCO3', 'Li2CO3']","['C', 'Li', 'Mn', 'O']",1,[],[],2.0,4.0,1.0,,,,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1016/j.ceramint.2016.10.163,Dy2TiO5,"Dy2O3 (purity of 99.9%), TiO2 (200 mesh, purity of <...> were sintered at 1600 °C for 2 h in N2 atmosphere.",solid-state,2,"['Dy2O3', 'TiO2']","['Dy', 'O', 'Ti']",7,"[80.0, 80.0, 1600.0]","[1.0, 10.0, 10.0, 2.0]",2.0,3.0,7.0,1600.0,23.0,-0.24615246413980296,Dy2TiO5,3.2941000000000003,-3.884924218333333,0.0,7.027923342791705,428.00601382656845
10.1016/j.ceramint.2018.03.139,BaThO3,Nominal composition of perovskite samples of BaTh1 <...>  and sintered at 1200 °C for 5 h under argon flow.,solid-state,2,"['ThO2', 'BaCO3']","['Ba', 'C', 'O', 'Th']",7,"[825.0, 1100.0, 1200.0]","[24.0, 10.0, 5.0]",2.0,4.0,7.0,1200.0,39.0,-0.3081249925222468,BaThO3,4.047,-3.7750959409999982,0.0,7.537982410796209,367.7631283410378
10.1016/j.ceramint.2017.09.052,Ca2SiO4,The stoichiometric quantities of CaO from egg shel <...> th xenon arc lamp (450 W) as an excitation source.,solid-state,2,"['SiO2', 'CaO']","['Ca', 'O', 'Si']",3,"[1250.0, 1250.0]","[8.0, 8.0]",2.0,3.0,3.0,1250.0,16.0,-0.7528819252770299,Ca2SiO4,4.199400000000001,-3.476631411785713,0.0,2.962860651405768,386.1265013733575
10.1016/j.solidstatesciences.2018.05.007,Na2BeGeO4,The Na2BeGeO4 phosphors with and without Mn2+ dopi <...> ty and facilitate the following characterizations.,solid-state,3,"['BeO', 'GeO2', 'Na2CO3']","['Be', 'C', 'Ge', 'Na', 'O']",5,[1200.0],"[5.0, 0.75]",3.0,5.0,5.0,1200.0,5.75,-0.23633726499090318,Na2BeGeO4,3.7058,-2.373014318469827,0.002435714375,3.350760231752102,379.86361432910354
10.1103/PhysRevB.75.104417,SrMnO3,Polycrystalline samples of SrMnO3 were synthesized <...> d by preliminary neutron diffraction measurements.,solid-state,2,"['SrCO3', 'Mn2O3']","['C', 'Mn', 'O', 'Sr']",4,"[950.0, 1000.0]",[12.0],2.0,4.0,4.0,1000.0,12.0,-0.7298434261660685,SrMnO3,0.0,-2.499284377086207,0.0,5.1280402987673455,246.82028281498637
10.1103/PhysRevB.73.144413,MnCr2O4,We have prepared MnCr2O4 nanoparticles by mechanic <...> onfirm the lattice expansion in our nanoparticles.,solid-state,2,"['MnO', 'Cr2O3']","['Cr', 'Mn', 'O']",10,"[1200.0, 1000.0, 23.0, 600.0]","[2.0, 24.0, 12.0, 2.0]",2.0,3.0,10.0,1200.0,40.0,-0.24552378985342313,MnCr2O4,2.2026,-2.337050971133004,0.0,4.9004860965885175,151.07905148966802
10.1103/PhysRevB.79.125105,LaCoO3,LaCoO3-δ powder was synthesized from La2O3 and Co3 <...> erizations of the pellets are described elsewhere.,solid-state,2,"['La2O3', 'Co3O4']","['Co', 'La', 'O']",8,"[980.0, 1200.0]",[24.0],2.0,3.0,8.0,1200.0,24.0,-0.4339278880644189,LaCoO3,0.9497000000000001,-2.599926138,0.0,6.914735764099035,118.07297697836468
10.1103/PhysRevB.71.184431,LuTiO3,Polycrystalline samples of Y1-xLaxTiO3 (0⩽x⩽1) and <...> ed to ∼10-6torr before firing at 1620 °C for 12 h.,solid-state,2,"['Lu2O3', 'Ti2O3']","['Lu', 'O', 'Ti']",4,[1620.0],[12.0],2.0,3.0,4.0,1620.0,12.0,-0.4671855480552537,LuTiO3,0.0,-3.6543436930000013,0.06194142325000301,7.9392844179742745,226.5833669216115
10.1103/PhysRevB.82.184420,LuMnO3,Single crystals of LuMnO3 were prepared by the opt <...> e product was checked by powder x-ray diffraction.,solid-state,2,"['Lu2O3', 'MnO2']","['Lu', 'Mn', 'O']",4,[1300.0],[24.0],2.0,3.0,4.0,1300.0,24.0,-0.626716479871293,LuMnO3,0.0,-3.11040649758621,0.0,7.836057358160109,353.34289219579927
10.1103/PhysRevB.93.174422,Sr3NiIrO6,"A polycrystalline sample of Sr3NiIrO6 was prepared <...> , where f.u. stands for formula unit of Sr3NiIrO6.",solid-state,3,"['NiO', 'IrO2', 'SrCO3']","['C', 'Ir', 'Ni', 'O', 'Sr']",1,[],[],3.0,5.0,1.0,,,,Sr3NiIrO6,0.0,-2.291196596818181,0.003891555681818,6.627585462423741,305.5536887925327
10.1103/PhysRevB.72.125110,Ce2Si2O7,"Lu2Si2O7 (LPS), Er2Si2O7, Yb2Si2O7, and Sc2Si2O7 c <...> ure form was obtained, with the space group P21∕c.",solid-state,2,"['SiO2', 'CeO2']","['Ce', 'O', 'Si']",3,[1550.0],[],2.0,3.0,3.0,1550.0,,,Ce2Si2O7,0.07010000000000001,-3.5638162843181798,0.0,4.645187000021696,641.1657699146083
10.1103/PhysRevB.71.174102,MgMn2O4,MgMn2O4 samples were synthesized by solid-state re <...> e Introduction) while for the QD it is around 40%.,solid-state,2,"['MgO', 'Mn2O3']","['Mg', 'Mn', 'O']",7,"[10.0, 400.0, 0.1, 800.0, 1000.0]",[48.0],2.0,3.0,7.0,1000.0,48.0,-0.5358907103562329,MgMn2O4,0.0,-2.33700030583744,0.0,4.304554634286686,152.9001185355584
10.1103/PhysRevB.77.075103,BaTiO3,Both ceramics and single crystals of hex-BaTiO3-δ  <...> ) and Magnetic Property Measurement System (MPMS).,solid-state,2,"['TiO2', 'BaCO3']","['Ba', 'C', 'O', 'Ti']",2,[1360.0],[],2.0,4.0,2.0,1360.0,,,BaTiO3,2.2929999999999993,-3.492277977666666,0.0,5.905237274567591,65.57310741671338
10.1103/PhysRevB.73.214443,YCoO3,The YCoO3 sample was prepared by solid state react <...> s comparable to previously prepared samples YCoO3.,solid-state,2,"['Co(NO3)·6H2O', 'Y2O3']","['Co', 'H', 'N', 'O', 'Y']",4,"[600.0, 900.0]",[100.0],2.0,5.0,4.0,900.0,100.0,-0.32982674971414017,YCoO3,0.0,-2.591207236500001,0.0007048715892850001,6.319803566926551,205.82626822115904
10.1103/PhysRevB.82.174109,Ti3GeC2,"To make the Ti3GeC2 sample,. stoichiometric mixtur <...>  Further synthesis details can be found elsewhere.",solid-state,3,"['Ge', 'C', 'Ti']","['C', 'Ge', 'Ti']",5,[899.85],[0.6666666666666666],3.0,3.0,5.0,899.85,0.6666666666666666,-0.7146672485807753,Ti3GeC2,0.0,-0.9381956091666641,0.0,5.408949667751228,147.52036012231764
10.1103/PhysRevB.75.104402,YCrO4,The polycrystalline powder sample of the zircon-ty <...> hat the final product has. pure zircon-type phase.,solid-state,2,"['Cr(NO3)3·9H2O', 'Y(NO3)3·6H2O']","['Cr', 'H', 'N', 'O', 'Y']",4,[280.0],[6.0],2.0,5.0,4.0,280.0,6.0,-1.078945499130106,YCrO4,0.7015,-2.75744404875,0.0,4.311000592303957,315.69813106606074
